app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck
1677770,The Case of the Golden Idol,2022-10-13,True,True,False,Overwhelmingly Positive,98,4066,18.0,0.0,0.0,True
1995470,Space Turbo 2,2022-05-24,True,False,False,Mostly Positive,72,113,7.49,24.99,70.0,True
732030,Pimiko Plus,2017-12-14,True,False,False,Positive,91,12,1.99,1.99,0.0,True
619582,Agents of Mayhem - Franchise Force Skins Pack,2017-08-15,True,False,False,Positive,92,42,0.0,0.0,0.0,True
1593700,You Calligrapher,2021-10-24,True,False,False,Positive,100,12,12.99,12.99,0.0,True
57900,Duke Nukem Forever,2011-06-13,True,True,False,Mixed,69,5107,4.99,19.99,75.0,True
1336950,VoxFox,2020-06-18,True,False,False,Positive,88,17,0.53,2.99,82.0,True
2109304,Resident Evil 4 Leon & Ashley Costumes: 'Romantic',2023-03-23,True,False,False,Very Positive,89,65,3.99,3.99,0.0,True
349950,GunWorld,2015-02-11,True,False,False,Mostly Positive,72,11,1.99,1.99,0.0,True
1133120,Ecosystem,2021-03-16,True,False,False,Very Positive,83,260,19.99,19.99,0.0,True
1062340,KATANA KAMI: A Way of the Samurai Story,2020-02-19,True,False,False,Mixed,57,304,8.99,29.99,70.0,True
914180,MMA Team Manager,2019-03-11,True,True,False,Mixed,40,52,29.99,29.99,0.0,True
501560,Sudden Strike 4 - Battle of Kursk,2017-08-11,True,True,True,Mostly Negative,31,47,1.99,1.99,0.0,True
468310,She Wants Me Dead,2016-05-13,True,True,False,Very Positive,83,68,7.99,7.99,0.0,True
1425430,The Outer Worlds Original Soundtrack,2020-10-23,False,False,False,Mostly Positive,78,19,8.99,8.99,0.0,True
2109308,Resident Evil 4 Deluxe Weapon: 'Sentinel Nine',2023-03-23,True,False,False,Very Positive,80,72,1.99,1.99,0.0,True
351940,The Descendant,2016-03-24,True,True,False,Mostly Positive,75,482,1.49,0.0,0.0,True
554310,Rage Wars,2016-11-17,True,True,True,Very Positive,91,1537,0.99,0.99,0.0,True
952891,Surviving Mars: Marsvision Song Contest,2018-11-15,True,True,True,Very Positive,84,58,3.99,3.99,0.0,True
792410,Viki Spotter: Undersea,2018-02-07,True,True,True,Very Positive,90,53,3.99,3.99,0.0,True
15190,Brothers in Arms: Road to Hill 30™,2008-05-13,True,False,False,Very Positive,87,1332,9.99,9.99,0.0,True
2311680,Magic Research,2023-03-22,True,False,False,Very Positive,94,72,4.99,4.99,0.0,True
811270,Impulsion,2018-07-19,True,False,False,Very Positive,90,106,12.99,12.99,0.0,True
379561,FSX: Steam Edition - Natural Tree Environment X Add-On,2016-01-12,True,False,False,Mixed,69,33,11.99,11.99,0.0,True
682020,Karradash - The Lost Dungeons,2017-08-31,True,False,False,Positive,90,11,3.99,3.99,0.0,True
2251240,Police Car Simulator,2022-12-29,True,False,False,Mostly Negative,27,11,0.99,0.99,0.0,True
1278520,Sky Seeker,2020-08-28,True,False,False,Positive,80,10,0.0,0.0,0.0,True
1527620,The Little Trashmaid Puzzletime,2021-05-13,True,False,False,Positive,95,23,4.99,4.99,0.0,True
323410,Risk of Rain Soundtrack,2017-02-06,False,False,False,Mostly Positive,77,45,4.99,4.99,0.0,True
297410,Trace Vector,2014-08-19,True,True,True,Positive,89,29,6.99,6.99,0.0,True
99120,Yar's Revenge,2011-04-28,True,False,False,Mixed,64,50,9.99,9.99,0.0,True
1587590,Sniper Ghost Warrior Contracts 2 - Crossbow Carnage Weapons Pack,2021-06-11,True,False,False,Mostly Positive,75,16,7.99,7.99,0.0,True
34842,Sniper: Ghost Warrior - Second Strike,2011-09-09,True,False,False,Very Positive,81,86,1.99,1.99,0.0,True
448000,Sparkle ZERO,2016-03-14,True,True,True,Mixed,45,148,4.99,4.99,0.0,True
1542280,明星志願2,2022-03-30,True,False,False,Very Positive,82,253,7.99,7.99,0.0,True
428880,The Quest,2016-02-19,True,True,False,Very Positive,86,411,9.99,9.99,0.0,True
2244480,REMEDIUM: Sentinels,2023-02-28,True,False,False,Mostly Positive,77,58,2.99,2.99,0.0,True
2471820,СТРАШНО И ТОЧКА,2023-06-30,True,False,False,Mixed,60,23,1.39,1.99,30.0,True
337630,Bermuda,2015-03-17,True,True,True,Positive,89,29,2.99,2.99,0.0,True
1130840,ONE PIECE: PIRATE WARRIORS 4 Whole Cake Island Pack,2020-07-20,True,False,False,Positive,83,37,11.99,11.99,0.0,True
2121490,Otome Legends,2023-02-08,True,False,True,Positive,100,11,14.99,14.99,0.0,True
1330380,Othercide - Soundtrack,2020-07-27,False,False,False,Positive,100,19,7.99,7.99,0.0,True
526130,Sky Sanctuary,2020-07-31,True,False,False,Positive,85,28,8.99,8.99,0.0,True
1055620,Minions Battle,2019-05-17,True,False,False,Mostly Positive,77,77,0.28,0.99,71.0,True
968360,Recursive Pain,2018-11-16,True,False,False,Mostly Positive,73,15,0.99,0.99,0.0,True
990720,Bookend,2019-03-06,True,False,False,Positive,86,22,0.0,0.0,0.0,True
838630,Deadliest Catch: The Game,2020-04-14,True,False,False,Mixed,52,1114,19.99,19.99,0.0,True
1013700,Draft Day Sports: College Football 2019,2019-02-08,True,False,False,Mixed,64,14,19.99,19.99,0.0,True
1953020,Lab Remnants,2022-04-15,True,False,False,Positive,93,15,1.99,1.99,0.0,True
744600,Balloonatics,2018-02-13,True,False,True,Positive,92,13,9.99,9.99,0.0,True
1204710,Void Breach,2020-02-14,True,False,False,Positive,100,25,1.99,1.99,0.0,True
2156070,Degen Royale,2022-11-03,True,True,False,Positive,88,18,0.0,0.0,0.0,True
1347030,THE CORRIDOR,2020-12-04,True,False,False,Overwhelmingly Positive,95,1371,1.99,1.99,0.0,True
2159830,Farm Manager 2021 - Floriculture DLC,2022-12-08,True,False,False,Mixed,50,10,4.99,4.99,0.0,True
1667400,Cute Cats,2021-08-09,True,False,False,Very Positive,95,170,0.99,0.99,0.0,True
269270,LOVE,2014-02-07,True,False,True,Very Positive,92,771,2.99,2.99,0.0,True
930230,King under the Mountain,2021-11-24,True,True,True,Mixed,65,94,24.99,24.99,0.0,True
832360,Hotel Magnate,2021-10-05,True,True,True,Mixed,64,313,24.99,24.99,0.0,True
1291240,Zamboni Simulator 2019,2020-05-26,True,True,False,Very Positive,89,236,0.0,0.0,0.0,True
1347750,PAYDAY 2: Breakfast in Tijuana Heist,2020-06-30,True,False,True,Mixed,60,247,6.99,6.99,0.0,True
353280,Metamorphabet,2015-04-29,True,True,False,Very Positive,96,54,4.99,4.99,0.0,True
356030,The Survivor,2020-08-03,True,False,True,Mixed,51,27,0.99,0.99,0.0,True
2012840,Portal with RTX,2022-12-08,True,False,False,Mixed,50,10062,0.0,0.0,0.0,True
960170,DJMAX RESPECT V,2020-03-11,True,False,False,Very Positive,88,20002,10.0,0.0,0.0,True
1787090,MyDockFinder,2021-11-25,True,False,False,Mostly Positive,73,2440,4.99,4.99,0.0,True
749370,The Perfect Sniper,2018-01-21,True,False,False,Mostly Negative,36,19,16.99,16.99,0.0,True
20,Team Fortress Classic,1999-04-01,True,True,True,Very Positive,85,5146,4.99,4.99,0.0,True
286360,Shadows on the Vatican Act I: Greed,2014-06-09,True,False,False,Mostly Positive,74,159,6.99,6.99,0.0,True
1066150,OMSI 2 Add-On Düsseldorf,2020-04-07,True,False,False,Mixed,59,76,29.99,29.99,0.0,True
501940,Hikikomori No Chuunibyou,2016-07-15,True,False,False,Mixed,62,40,1.99,1.99,0.0,True
1612420,Suit for Hire,2021-08-31,True,False,False,Very Positive,95,215,14.99,14.99,0.0,True
2196390,2022生存指南 2022 SURVIVAL GUIDE,2023-03-14,True,False,False,Positive,94,19,2.99,2.99,0.0,True
97110,Kohan: Immortal Sovereigns,2011-08-24,True,False,False,Very Positive,82,90,9.99,9.99,0.0,True
1128180,CROSSNIQ+,2019-10-03,True,True,True,Very Positive,91,70,7.99,7.99,0.0,True
1345610,Sakura TTS,2020-07-01,True,False,False,Mixed,66,12,4.99,4.99,0.0,True
1262580,Need for Speed™ Payback,2020-06-18,True,False,False,Very Positive,86,15052,29.99,29.99,0.0,True
514360,Freedom Fighter,2017-05-26,True,False,False,Mostly Positive,70,34,3.99,3.99,0.0,True
469890,Space Codex,2016-05-17,True,False,False,Very Positive,89,200,0.99,0.99,0.0,True
1834740,HYPERBLADE,2023-02-01,True,False,False,Positive,96,25,5.99,5.99,0.0,True
1130620,[Chilla's Art] Aka Manto | 赤マント,2019-09-23,True,False,False,Very Positive,90,600,4.99,4.99,0.0,True
496030,Dark Parables: The Swan Princess and The Dire Tree Collector's Edition,2016-07-06,True,False,False,Positive,80,20,9.99,9.99,0.0,True
1416240,夜永 Eternal Love,2020-11-18,True,True,False,Overwhelmingly Positive,95,710,4.99,4.99,0.0,True
55389,Saints Row: The Third - Money Shot Pack,2012-02-13,True,False,True,Mostly Positive,76,72,1.99,1.99,0.0,True
446780,AMOK,2016-03-22,True,False,False,Mixed,40,151,0.99,0.99,0.0,True
562360,Planes Bullets and Vodka,2016-08-10,True,False,False,Very Positive,84,1374,0.99,0.99,0.0,True
1299980,CursorFX,2020-06-10,True,False,False,Mostly Positive,71,21,4.99,4.99,0.0,True
1956630,Sway,2022-04-26,True,False,False,Positive,83,12,0.0,0.0,0.0,True
368250,Valiant: Resurrection,2015-05-08,True,False,False,Mixed,67,46,0.49,4.99,90.0,True
1681970,神都不良探 Underdog Detective,2022-04-27,True,True,False,Mostly Positive,70,2230,6.39,7.99,20.0,True
1461960,Baby Goat Billy,2022-04-29,True,False,False,Positive,87,16,10.99,10.99,0.0,True
594300,Chasing Styx,2017-03-31,True,True,True,Very Positive,84,77,0.0,0.0,0.0,True
387921,Mushihimesama OST,2015-11-05,False,False,False,Positive,100,14,4.99,4.99,0.0,True
505740,Eximius: Seize the Frontline,2021-03-16,True,False,False,Mostly Positive,76,449,9.99,9.99,0.0,True
1839450,THE KING OF FIGHTERS XV - DLC Team Pass 'Team Pass 1',2022-03-17,True,False,False,Mixed,56,114,29.99,29.99,0.0,True
396440,Battle of Empires: 1914-1918 - Battle of Cambrai,2015-10-07,True,False,False,Mostly Positive,72,18,0.99,0.0,0.0,True
2512180,The Texas Chain Saw Massacre - Slaughter Family Execution Pack 1,2023-08-18,True,False,False,Very Positive,91,134,7.0,0.0,0.0,True
1443017,Forza Horizon 4: 2016 Honda Civic Coupe GRC,2021-03-09,True,False,False,Mixed,66,15,2.99,2.99,0.0,True
385950,Infection: Humanity's Last Gasp,2016-05-26,True,True,False,Mixed,47,17,9.99,9.99,0.0,True
409850,Criminal Girls: Invite Only,2017-01-11,True,False,False,Mostly Positive,78,481,19.99,19.99,0.0,True
1361280,Battle Brothers - Blazing Deserts,2020-08-13,True,False,False,Very Positive,84,265,12.74,14.99,15.0,True
2341550,The Callisto Protocol™ - Contagion Bundle,2023-03-13,True,False,False,Very Negative,13,68,9.99,9.99,0.0,True
228601,Sins of a Solar Empire: Rebellion - Forbidden Worlds® DLC,2013-06-05,True,False,False,Positive,92,41,4.99,4.99,0.0,True
1219230,Bingo Hall,2020-01-21,True,True,False,Mostly Positive,79,24,2.99,2.99,0.0,True
481190,Stable Orbit - Build your own space station,2017-09-27,True,True,True,Mixed,53,265,19.99,19.99,0.0,True
531130,Euro Truck Simulator 2 - Vive la France !,2016-12-05,True,True,True,Very Positive,92,1742,17.99,17.99,0.0,True
208790,Tomb Raider: Scavenger Scout,2013-03-26,True,False,True,Mixed,62,58,0.99,0.99,0.0,True
522740,Oh My Godheads,2017-12-05,True,False,False,Mixed,41,17,14.99,14.99,0.0,True
783545,RPG Maker MV - Time Fantasy Add-on: Animals,2018-02-08,True,True,True,Mixed,61,13,2.99,2.99,0.0,True
268750,Magicite,2014-06-09,True,True,True,Very Positive,85,5734,9.99,9.99,0.0,True
1631010,Goldenjar Fall,2021-07-08,True,False,False,Positive,100,13,9.99,9.99,0.0,True
513710,SCUM,2018-08-29,True,False,False,Mostly Positive,74,75107,40.0,0.0,0.0,True
1203570,HexON,2020-02-07,True,True,False,Mostly Positive,77,61,0.99,0.99,0.0,True
2188960,Vampire Slayer: The Resurrection,2023-02-09,True,False,False,Positive,85,28,4.99,4.99,0.0,True
739960,Kokoda VR,2017-10-31,True,False,False,Positive,85,42,0.0,0.0,0.0,True
1432910,Godlike Burger,2022-04-21,True,True,True,Mostly Positive,74,381,19.99,19.99,0.0,True
1548320,GET OUT!,2021-03-02,True,False,False,Very Positive,94,387,0.0,0.0,0.0,True
529830,Game Character Hub: Portfolio Edition,2016-10-28,True,True,True,Mixed,65,84,24.99,24.99,0.0,True
1090130,NTBSS: Master Character Training Pack - Shisui Uchiha,2020-11-24,True,False,False,Very Positive,89,92,1.99,3.99,50.0,True
1157920,Beach Body Bros,2019-09-25,True,False,False,Positive,90,33,0.0,0.0,0.0,True
1343680,1001 Jigsaw: Earth Chronicles 2,2020-08-05,True,False,False,Mostly Positive,72,11,4.99,4.99,0.0,True
602200,Dreamlike Worlds,2017-03-06,True,True,False,Mostly Positive,70,24,0.99,0.99,0.0,True
646100,Woodlands,2017-09-27,True,False,False,Mostly Negative,35,20,5.99,5.99,0.0,True
443250,Legacy of the Elder Star,2016-06-07,True,True,True,Very Positive,88,53,0.0,0.0,0.0,True
918670,Jewel Match Twilight Solitaire,2018-09-13,True,False,False,Very Positive,95,82,9.99,9.99,0.0,True
1004960,DiRT Rally 2.0 - Opel Manta 400,2019-04-08,True,False,False,Positive,84,13,1.99,1.99,0.0,True
972910,Timore 6,2018-11-16,True,False,False,Positive,80,25,9.99,9.99,0.0,True
1646720,ARK: Genesis Part 2 Original Soundtrack,2021-06-02,False,False,False,Mostly Positive,70,37,0.0,0.0,0.0,True
2373290,The Game of Annie 安妮的游戏,2023-06-12,True,False,False,Mixed,69,247,10.99,10.99,0.0,True
1026880,FIREGROUND Modern War,2020-01-13,True,False,False,Mixed,68,41,0.49,4.99,90.0,True
1294780,Pathfinders: Memories,2021-02-16,True,True,False,Positive,100,35,2.99,2.99,0.0,True
2252420,Propaganda Inc.,2023-01-03,True,False,False,Mixed,47,19,0.0,0.0,0.0,True
428170,Little Reaper,2020-07-19,True,False,False,Positive,81,11,15.99,15.99,0.0,True
994210,Ultimate Fishing Simulator - Kariba Dam DLC,2019-03-15,True,False,False,Mixed,69,36,4.99,4.99,0.0,True
870390,Moonshine Maniacs - A Wild West Saga,2020-06-22,True,False,True,Mostly Positive,70,50,0.0,0.0,0.0,True
1606930,Warpips - Supporter Pack,2021-04-29,True,False,False,Positive,100,26,1.99,3.99,50.0,True
907670,Super Crush KO,2020-01-16,True,False,False,Very Positive,95,166,14.99,14.99,0.0,True
677650,Brass,2017-10-11,True,True,True,Mixed,57,33,9.99,9.99,0.0,True
1163870,Mecha Knights: Nightmare,2021-08-30,True,False,False,Very Positive,91,855,15.99,15.99,0.0,True
1428220,The friends of Ringo Ishikawa – Manga,2020-10-09,True,True,False,Positive,86,15,1.99,1.99,0.0,True
348300,Chip's Challenge 2,2015-05-28,True,False,False,Very Positive,88,103,4.99,4.99,0.0,True
712650,Azure Sky Project,2017-12-08,True,False,False,Mostly Positive,72,22,0.0,0.0,0.0,True
1811800,World of Tanks — Nimble Sharpshooter Pack,2021-11-19,True,False,False,Positive,94,17,29.99,29.99,0.0,True
430210,Megaton Rainfall,2017-11-17,True,False,False,Mostly Positive,71,1518,15.99,15.99,0.0,True
1814460,The Brave vs Dragon,2022-07-08,True,False,False,Mostly Positive,77,18,4.99,4.99,0.0,True
473910,The Nest,2016-06-14,True,False,False,Mixed,62,184,0.0,0.0,0.0,True
500620,Aerofly FS 2 - Switzerland,2016-07-14,True,True,True,Mostly Positive,78,38,19.99,19.99,0.0,True
1480120,100 hidden eternals,2020-12-09,True,False,False,Very Positive,93,294,1.99,1.99,0.0,True
335030,Total War: ATTILA - Blood & Burning,2015-03-25,True,False,True,Mostly Negative,30,733,2.99,2.99,0.0,True
585880,Once on a windswept night,2017-02-06,True,True,True,Very Positive,89,150,0.0,0.0,0.0,True
529420,Crazy Sapper 3D,2016-10-26,True,True,True,Mixed,67,55,0.99,0.99,0.0,True
2280200,Dream Bright,2023-02-21,True,False,False,Positive,94,18,0.0,0.0,0.0,True
33620,Crash Time 3,2009-11-25,True,False,False,Very Positive,84,455,5.99,5.99,0.0,True
628160,Genghis Khan II: Clan of the Gray Wolf,2017-06-27,True,False,False,Mixed,57,14,12.99,12.99,0.0,True
639650,1982,2017-06-28,True,False,False,Very Positive,93,754,0.0,0.0,0.0,True
218820,Mercenary Kings: Reloaded Edition,2014-03-25,True,True,True,Mostly Positive,75,1150,19.99,19.99,0.0,True
1503630,Arm of Revenge Re-Edition,2021-01-14,True,False,False,Mixed,66,21,4.99,4.99,0.0,True
50130,Mafia II (Classic),2011-03-22,True,False,False,Very Positive,94,29932,0.0,0.0,0.0,True
1814010,Stuck In Time,2021-12-09,True,False,False,Very Positive,85,577,7.99,7.99,0.0,True
1660520,Pirates,2021-12-11,True,False,False,Very Positive,80,620,0.0,0.0,0.0,True
1030060,Seed of Life,2021-08-11,True,False,False,Mixed,63,19,24.99,24.99,0.0,True
1059460,Drunken Fist 🍺👊 Totally Accurate Beat 'em up,2019-08-25,True,False,False,Mostly Positive,77,49,2.99,2.99,0.0,True
383840,Nimbatus - The Space Drone Constructor,2020-05-14,True,True,True,Very Positive,80,1546,19.99,19.99,0.0,True
230050,DLC Quest,2013-03-18,True,True,False,Very Positive,88,4997,2.99,2.99,0.0,True
905340,Heave Ho,2019-08-29,True,True,False,Very Positive,92,1540,3.99,9.99,60.0,True
38420,Fallout Tactics: Brotherhood of Steel,2009-08-19,True,False,False,Mostly Positive,79,1722,9.99,9.99,0.0,True
322970,Subject 13,2015-05-28,True,True,False,Mixed,52,122,9.99,9.99,0.0,True
1149590,Dreamland Solitaire,2019-09-18,True,False,False,Positive,100,23,6.99,6.99,0.0,True
257050,Darkout,2013-12-04,True,False,False,Mixed,51,552,9.99,9.99,0.0,True
2369470,Far Cry® 6 Season Pass,2023-05-11,True,False,False,Mostly Positive,72,22,15.99,39.99,60.0,True
431300,Classic Fun Collection 5 in 1,2016-04-29,True,True,False,Mixed,60,10,3.99,3.99,0.0,True
555320,Never give up!,2016-12-29,True,True,True,Mostly Positive,75,114,2.99,2.99,0.0,True
732460,Battle Brothers - Lindwurm,2017-10-19,True,False,False,Very Positive,90,123,0.0,0.0,0.0,True
516400,Freebie - Color Blind Pack (Yellow/Blue),2016-11-08,True,False,False,Positive,90,20,0.0,0.0,0.0,True
1232252,Borderlands 3: Gold Weapon Skins Pack,2020-04-01,True,False,False,Mixed,51,27,4.99,4.99,0.0,True
614582,Cities: Skylines - Rock City Radio,2017-05-18,True,True,True,Mostly Positive,76,78,3.99,3.99,0.0,True
952420,Shan Gui II: Sweet Osmanthus II,2018-12-15,True,True,True,Very Positive,96,378,4.99,4.99,0.0,True
923690,Hacker.exe,2018-09-14,True,True,False,Negative,16,18,8.99,8.99,0.0,True
1135971,The Surge 2 - Future Shock Weapon Pack,2019-10-22,True,False,False,Positive,89,19,0.0,0.0,0.0,True
544400,GUNGUNGUN,2017-04-14,True,False,False,Positive,100,14,4.99,4.99,0.0,True
2152190,Zombie Apocalypse Survival Simulator,2022-10-17,True,False,False,Very Positive,98,72,1.99,1.99,0.0,True
522340,Ghostlords,2016-11-18,True,True,True,Very Positive,95,61,0.49,4.99,90.0,True
807730,Draft Day Sports: College Basketball 2018,2018-03-13,True,False,False,Mixed,63,11,14.99,14.99,0.0,True
670820,Civitatem,2022-08-01,True,False,False,Mixed,62,102,12.99,12.99,0.0,True
1414530,Kavel,2021-04-15,True,True,True,Positive,100,14,4.99,4.99,0.0,True
853940,Moonfall Ultimate,2018-09-04,True,True,False,Mostly Negative,31,16,12.99,12.99,0.0,True
1062260,末法仙路,2019-06-20,True,False,False,Mixed,44,61,6.99,6.99,0.0,True
2184230,Red Tape,2023-02-14,True,False,False,Positive,94,19,5.39,5.99,10.0,True
248510,Dominions 3: The Awakening,2013-09-10,True,True,True,Very Positive,80,100,19.99,19.99,0.0,True
215241,Sleeping Dogs: Top Dog Silver Pack,2012-08-13,True,False,False,Mostly Negative,38,13,1.99,1.99,0.0,True
1450340,Generation Zero® - US Weapons Pack,2020-12-17,True,False,False,Mostly Positive,70,67,2.99,2.99,0.0,True
532210,Life is Strange 2,2018-09-26,True,True,True,Very Positive,84,18634,0.0,0.0,0.0,True
1593790,iF Visual Novel Game Maker,2021-07-05,True,False,False,Mostly Positive,77,27,24.99,24.99,0.0,True
1135200,soko loco,2020-01-17,True,True,False,Mixed,60,10,2.99,2.99,0.0,True
1101300,Bloodstained: Ritual of the Night - Soundtrack,2019-06-18,False,False,False,Very Positive,91,100,9.99,9.99,0.0,True
1179680,Wurm Online,2020-07-24,True,True,True,Mixed,59,1731,0.0,0.0,0.0,True
988470,Jurassic World Evolution: Carnivore Dinosaur Pack,2019-04-17,True,False,False,Very Positive,86,121,4.99,4.99,0.0,True
284500,Dragons and Titans - Titan Pass,2014-09-10,True,True,False,Mostly Positive,78,32,0.0,0.0,0.0,True
1209150,Craft The World - Lonely Mountain,2019-12-27,True,True,False,Mixed,61,71,6.99,6.99,0.0,True
890290,DCS: L-39 Albatros - Kursant Campaign,2018-07-03,True,False,False,Mixed,54,22,9.99,9.99,0.0,True
788490,StackFortress,2018-03-04,True,False,False,Mixed,43,16,9.99,9.99,0.0,True
1261380,SUPERHOT: MIND CONTROL DELETE Soundtrack,2020-07-16,False,False,False,Very Positive,96,51,0.0,0.0,0.0,True
2990,FlatOut 2™,2011-12-13,True,False,False,Overwhelmingly Positive,96,12050,9.99,9.99,0.0,True
1181020,Squillamorph,2019-11-17,True,False,False,Mixed,57,14,12.99,12.99,0.0,True
735360,Driver Booster 5 for Steam,2017-11-07,True,False,False,Very Positive,80,926,0.0,0.0,0.0,True
493650,Deep Space Dash,2016-07-07,True,False,False,Mostly Negative,36,136,1.99,1.99,0.0,True
208342,Train Simulator: UP GE 44 Loco Add-On,2012-08-23,True,False,False,Mixed,63,11,7.99,7.99,0.0,True
1148450,Detective Jackie - Mystic Case,2019-11-07,True,True,False,Very Positive,95,99,12.99,12.99,0.0,True
2203480,Reach the Moon!,2023-01-02,True,False,False,Positive,100,10,44.99,44.99,0.0,True
1556712,Capcom Arcade Stadium：FINAL FIGHT,2021-05-24,True,False,False,Positive,90,10,1.99,1.99,0.0,True
564210,Fishermurs,2017-04-14,True,False,False,Mixed,62,64,0.99,0.99,0.0,True
2077550,Eremidia - Archivist's Curse,2022-08-15,True,False,False,Positive,97,40,0.0,0.0,0.0,True
