app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
391540,0,0,2016-01-04,True,12.3,5176348,8099138
1063730,0,0,2021-09-30,True,445.6,12271811,21603735
50300,0,0,2015-06-27,True,8.6,4027421,11568386
381020,0,0,2016-01-28,True,6.8,11385360,11376301
270880,0,0,2020-01-25,True,285.9,13356456,1669761
548430,0,0,2020-09-18,True,67.0,11817132,21765515
1172380,0,0,2019-11-17,True,0.9,12613228,23483338
1238040,0,0,2021-07-16,True,67.6,12532601,9710002
444090,0,0,2020-01-04,True,47.7,6269785,6456618
387990,0,0,2019-11-04,True,77.1,9215021,26103184
534380,0,0,2022-02-07,True,56.1,6023800,4606104
238320,0,0,2016-12-29,True,22.5,8066235,22499365
1687950,0,0,2022-11-22,True,600.0,6901611,20291329
1469280,103,92,2021-03-12,True,14.5,1316918,37343369
70,0,0,2020-03-15,True,20.4,12566858,22866642
319740,0,0,2015-03-17,True,5.0,9720765,28277755
588430,0,0,2018-07-16,False,14.6,5222932,23537118
1172380,3,0,2021-01-22,True,32.4,836357,8085877
239140,0,0,2020-04-02,True,2.1,594433,15194897
508440,0,0,2021-05-05,True,669.4,12488057,19367418
205100,4,0,2015-11-10,True,5.1,13669897,13764098
242760,0,0,2022-11-13,True,36.8,7872417,14135765
1468260,2,0,2022-05-13,True,126.1,9565797,16825787
314160,0,0,2020-01-07,True,95.9,7560604,10227378
21690,0,0,2020-03-26,True,74.1,4397837,21408233
474960,0,0,2022-07-22,True,42.0,333755,38810992
518790,2,0,2018-09-07,True,405.8,1900304,466048
48700,2,0,2019-06-29,True,20.5,6605860,14521943
304390,0,0,2021-07-26,True,505.5,9088395,1128645
783770,0,0,2021-01-31,True,9.3,12757253,31089959
243470,0,0,2014-05-30,True,25.3,10305555,27661245
239070,0,0,2017-04-03,True,11.7,11476116,11207638
915320,0,0,2021-12-01,True,6.0,3250173,40852668
678950,0,0,2019-07-10,True,14.8,5390260,14198045
1091500,3,0,2021-12-01,False,118.4,5378459,2499090
1217060,0,0,2021-10-10,True,11.9,13281929,15822465
948740,8,0,2022-07-22,True,26.4,4753081,8440657
629760,0,0,2019-12-29,True,39.5,18117,20300141
620980,0,0,2019-11-24,True,28.8,8733160,4858876
945360,0,0,2020-11-08,True,12.1,2303734,18255962
393420,20,26,2015-12-25,True,42.0,5844998,40746516
304390,0,0,2019-10-06,True,10.1,11037533,794322
20900,0,0,2020-10-16,True,6.1,1306836,35486135
1528080,0,0,2021-05-01,True,1.1,13965962,28324699
1144200,0,0,2022-12-26,True,4.3,3754984,5427906
265630,0,0,2017-03-04,True,72.0,5224341,28997285
1096530,0,0,2021-11-25,False,121.4,13707124,3891347
311210,17,0,2015-11-25,True,274.0,6315703,25298520
252490,2,0,2021-12-29,True,399.8,2774517,34566775
686810,0,0,2022-10-09,True,114.0,1392032,10668681
238370,0,0,2021-04-06,True,12.3,12311739,21748771
431960,0,0,2020-03-07,True,204.0,8719867,4456553
287390,0,0,2020-02-08,True,6.0,7351048,41036074
218620,3,0,2017-06-09,True,47.9,6742539,23575939
235460,0,0,2021-05-03,True,4.6,12342715,8097939
311690,0,0,2019-01-13,True,56.1,6781398,12361490
39120,0,0,2014-11-13,True,214.9,13549572,31161116
2055540,2,0,2022-12-20,True,1.0,4147483,39193643
601150,0,0,2021-08-24,True,15.0,8731549,33759026
204450,0,0,2013-06-01,True,15.7,1511385,18609178
552590,0,0,2018-11-13,True,7.4,6374564,31617157
1468810,0,0,2021-02-12,True,118.0,177457,38861693
342620,6,0,2015-05-02,True,4.0,2025104,39831821
782330,3,2,2020-11-02,True,23.5,7097254,26393261
444200,0,0,2021-05-04,True,115.2,12688289,15039384
2150950,3,0,2022-10-29,True,5.9,3310000,27780890
1517290,0,0,2022-09-04,True,101.9,9759003,21931347
311560,0,0,2020-05-13,True,15.5,8939487,25048731
238460,0,0,2019-01-06,True,71.3,10204416,16235582
382490,2,0,2022-02-16,True,10.2,11582951,38078899
1517290,0,0,2022-09-04,False,4.4,5222943,24513850
704030,2,0,2020-10-14,True,4.8,3554836,38158842
477160,0,0,2020-07-15,False,12.2,8698323,6737276
297000,0,0,2020-03-31,False,12.0,7177088,38797026
1113560,0,0,2021-07-11,True,43.0,8849398,7561338
1618540,0,0,2021-08-08,False,6.0,9974427,9780975
667970,4,0,2019-10-18,True,4.5,7616388,12373615
250900,0,0,2021-12-23,True,193.7,8309146,5104643
232890,0,0,2020-01-26,True,0.9,2587973,35052736
105600,0,0,2022-06-19,True,643.6,1784294,6443268
207610,0,0,2021-03-16,True,21.9,8951274,31054243
1592190,0,0,2022-10-12,True,7.8,2524643,4857154
1218280,0,0,2020-11-16,True,7.3,1142344,29290660
262060,0,0,2022-06-29,True,183.9,7114075,8087765
271590,0,0,2022-10-26,True,39.0,2681154,3944762
805550,0,0,2020-06-10,True,50.5,665523,21062125
304390,0,0,2018-08-17,True,787.6,9355941,34463812
39140,0,0,2016-11-24,True,155.0,11509409,19117805
477160,0,0,2020-06-11,True,44.4,13524825,6421299
1085660,4,0,2020-10-09,True,529.0,5794273,155691
1149710,2,0,2020-08-06,False,1.0,6290742,39706790
444090,0,0,2020-07-02,True,41.9,5005439,25695812
206190,2,0,2018-01-01,True,5.1,5037777,11455212
530320,0,0,2020-08-30,True,23.9,3485872,11297781
227300,0,0,2021-07-04,True,112.0,1590920,21110651
224860,0,0,2013-09-22,True,11.4,10812264,28933051
518790,0,0,2021-06-19,True,49.7,3110370,15323727
261550,2,0,2022-11-18,False,84.6,6282004,20049095
360150,0,0,2020-04-28,True,4.1,808539,29107982
610370,0,0,2021-09-18,True,4.7,2142676,27443241
346900,0,0,2022-09-25,True,48.0,13925733,25071923
1118200,0,0,2022-04-30,False,7.7,4125073,19301076
1058650,0,0,2020-11-28,True,34.5,9333611,19452089
1092790,0,0,2022-05-12,True,12.6,3871738,8726962
386070,0,0,2019-12-27,True,8.0,5844069,31943775
1203180,0,0,2022-11-24,True,3.8,6368932,29573834
466560,3,0,2020-11-28,True,347.6,11485729,24014577
329110,0,0,2017-02-05,False,176.5,460145,9177017
552500,0,0,2022-11-26,True,360.4,12540940,18523154
203770,0,0,2022-12-09,True,339.5,9653833,10677021
1049590,0,0,2022-10-23,True,23.5,1448975,10074547
223100,0,0,2021-07-15,False,4.2,10505278,31471106
234160,0,0,2021-06-29,True,1.8,11942101,38134269
544920,46,4,2020-01-19,True,16.6,8585829,29341222
49520,0,0,2018-05-16,True,505.1,9268768,13679189
261550,0,0,2020-04-09,True,533.2,10757592,14937650
814380,0,0,2020-01-01,True,43.5,13168151,1556007
541570,4,0,2020-11-01,True,11.2,5860060,23091142
275850,0,0,2016-08-14,False,13.5,12823220,672152
394360,0,0,2021-12-15,True,789.2,12849735,3930920
1465380,0,0,2022-12-03,True,120.4,4205577,37145617
49520,0,0,2020-11-29,True,36.0,5234304,23375148
782330,0,0,2021-04-05,True,2.2,1823142,18634444
1049890,0,0,2021-10-02,True,18.9,14104329,35048519
282440,3,0,2014-09-20,True,2.7,2050493,30345729
331470,0,0,2020-06-14,True,134.3,13540689,37943099
985810,0,0,2021-08-13,False,288.5,1882447,22489255
203160,0,0,2022-09-09,True,8.4,9395858,34191424
1057090,0,0,2020-04-03,True,24.5,11856359,8238771
620,0,0,2022-12-27,True,21.8,2064562,19808283
1794680,0,0,2022-07-22,True,490.7,30222,132463
665090,6,0,2017-08-02,False,0.1,7144726,37236673
377160,0,0,2020-02-28,True,61.6,7206095,2756564
294100,0,0,2022-11-23,True,138.3,1398121,21556736
1286580,0,0,2022-12-03,True,10.0,13838124,24420524
377160,0,0,2022-08-27,True,93.1,1854086,2420780
761890,0,0,2019-04-17,True,40.5,5643125,8870444
292030,2,0,2018-11-21,True,145.7,8648060,36193334
286690,0,0,2017-01-07,True,20.5,9521589,15665118
1238840,0,0,2020-12-28,True,69.2,14222402,25952753
70,0,0,2021-07-26,True,32.2,7267659,9922199
237990,2,0,2015-12-27,True,6.4,10085141,12057929
289070,0,0,2022-04-01,True,18.4,9360725,2249230
1868300,0,0,2022-07-23,False,1.1,4144003,28368586
700330,0,0,2020-07-25,True,14.0,12986745,39003106
860510,0,0,2022-10-07,True,7.6,3251885,6739298
1721470,0,0,2021-11-26,False,1.1,3278635,23649046
261550,0,0,2020-04-13,False,41.5,11684765,5255178
383150,0,0,2021-05-01,True,23.3,14122083,20548245
386940,0,0,2022-01-07,True,11.5,2485190,24689948
374320,0,0,2022-06-21,True,162.3,11491195,19530306
253250,0,0,2017-10-22,True,190.0,1303402,41007514
233290,4,0,2021-02-11,True,2.3,8108289,29444737
1665460,0,0,2021-10-01,False,1.3,2382621,27454702
581320,0,0,2021-09-19,True,287.1,11463926,14216091
1593500,0,0,2022-09-04,True,36.3,3370256,22765631
252490,0,0,2020-09-12,False,168.6,11127070,1768476
377160,0,0,2022-12-04,True,944.7,3538177,313332
516750,0,0,2022-06-23,True,93.6,1080465,25480267
368070,9,0,2018-06-06,True,13.6,5589001,31877084
374320,0,0,2019-07-01,True,86.5,5770448,25111827
945360,0,0,2020-09-27,True,101.7,718155,21715478
230410,3,0,2017-12-02,True,27.2,13718605,4519698
319630,0,0,2021-11-28,False,2.0,12710472,23085272
374320,0,0,2020-11-26,True,34.7,5626492,24867685
233860,0,0,2017-11-23,True,79.3,8621612,1253206
962730,8,0,2020-07-08,True,89.0,13573346,27239047
319910,0,0,2015-12-19,True,21.3,3619969,32498442
466560,0,0,2021-12-11,True,107.4,1300796,16046492
221380,0,0,2015-07-03,True,80.8,10516316,19127527
779340,3,0,2021-07-06,False,3.0,12546162,36487890
209000,0,0,2017-04-13,False,4.6,6955296,16602248
438100,0,0,2022-07-27,False,26.9,12438086,5978932
265550,2,0,2018-03-27,True,7.6,9959006,27663802
221040,0,0,2020-09-22,True,45.1,7617383,27338779
1913490,0,0,2022-06-28,True,0.4,5364870,38342019
289650,0,0,2022-09-18,True,52.1,8962416,9997139
22120,9,0,2020-12-30,True,12.0,13426649,39285545
242760,0,0,2019-02-08,True,260.2,7238036,12811315
242680,0,0,2017-01-07,True,225.6,12141076,32012535
620,0,0,2014-01-28,True,14.5,13114533,13347340
444200,0,0,2020-01-02,True,428.2,14155956,25129139
1118200,0,0,2020-01-11,True,53.3,8894420,19019069
242860,0,0,2017-06-20,True,5.0,8241085,35066553
236390,0,0,2020-03-01,False,228.0,6058016,16430282
678960,0,0,2021-12-27,True,20.8,8610110,9448133
444090,0,0,2021-04-18,True,218.0,72422,13274477
49520,0,0,2019-11-01,True,13.0,7108326,14052197
812140,2,3,2019-05-16,True,70.0,5929073,24491057
491950,0,0,2018-12-03,True,6.5,5427611,11675684
331470,0,0,2017-10-31,True,254.6,7477036,37915084
985890,0,0,2021-03-28,True,84.0,7771334,18061095
1625450,5,0,2021-08-19,True,16.5,2235566,28177466
570,4,0,2016-01-02,False,575.2,4063422,23136821
724970,13,4,2021-04-10,True,27.9,1964949,38268708
1644720,0,0,2022-02-23,True,0.0,2350573,39950100
477160,0,0,2020-07-10,True,62.5,586047,22654659
550,0,0,2020-12-19,True,39.1,6151940,12901339
1551360,0,0,2022-07-27,True,466.8,1996146,36311186
326460,0,0,2020-01-11,True,532.0,12426259,23449851
1361210,12,3,2022-11-21,False,0.4,8491570,5062011
49520,0,0,2018-11-25,True,373.3,3049536,21625930
1056640,0,0,2021-10-24,True,81.2,13864769,12333218
456810,0,0,2019-10-25,False,0.4,4886442,29097823
377160,0,0,2021-11-24,True,281.4,5123731,36028026
307690,0,0,2022-01-13,True,2.2,6866600,27306362
440,0,0,2020-07-05,True,83.6,11801681,22375064
477160,0,0,2020-02-24,True,34.0,991251,20302801
1250,0,0,2014-05-26,True,221.2,10335974,18865631
1149620,0,0,2022-01-31,True,6.9,4766495,21213323
458710,0,0,2018-11-29,True,31.7,4182384,30795033
1625450,0,0,2021-07-09,True,16.3,226760,28511511
1454400,0,0,2021-09-17,True,278.0,1950882,18110839
601840,0,0,2021-12-03,True,27.8,7846265,18329475
764790,0,0,2018-09-16,True,12.1,13399280,17017787
1332010,0,0,2022-11-26,True,6.8,11516857,6037959
376210,14,0,2016-02-11,True,974.5,5357698,4287610
203160,0,0,2020-04-26,True,13.9,1221277,34343159
1714040,0,0,2021-12-06,True,63.1,1894773,14616189
594650,3,0,2018-03-02,True,290.6,4139673,1354773
424840,0,0,2021-06-30,True,15.5,1733205,34599456
1145360,0,0,2021-01-12,True,117.6,12888667,5488848
629760,3,0,2019-05-08,True,28.4,11470462,13796242
331470,0,0,2017-10-31,True,136.2,9928809,36535736
250900,0,0,2016-12-26,True,239.9,4809451,472068
1237970,0,0,2022-11-22,True,17.3,3160561,19280355
374320,2,0,2022-06-16,True,389.9,12088676,20827471
438100,0,0,2022-09-08,True,288.1,10427922,5975591
1018020,0,0,2019-11-27,True,3.6,13211084,11600602
434170,0,0,2018-11-24,True,10.3,5624698,14301688
282070,0,0,2017-11-19,True,12.0,7396607,38798776
489520,0,0,2020-03-09,True,11.8,12930483,22765061
251570,2,0,2015-04-09,False,10.1,4881192,13590749
585420,0,0,2022-06-18,True,71.2,3409019,7231021
294100,0,0,2021-06-18,True,445.4,12039670,5337607
250340,0,0,2019-11-22,True,3.0,4297724,39319815
720280,0,0,2017-11-26,True,6.0,5343977,39887731
49520,0,0,2021-01-01,True,40.6,13108437,13252634
544730,0,0,2022-06-05,True,32.6,14195632,32039442
641320,0,2,2021-02-13,True,7.6,4178248,6518889
606880,0,0,2020-02-09,True,24.7,11376537,20364933
993790,7,0,2022-05-15,True,12.1,7304325,36851051
286810,0,0,2016-10-29,True,4.7,2813567,38285958
202130,0,0,2015-07-27,True,10.8,3787873,37486592
265930,0,0,2020-03-03,True,7.4,12536554,19476900
774171,0,0,2021-01-12,False,78.8,8450523,15643261
1216060,3,0,2022-09-28,False,10.9,7703661,29599628
1237970,0,0,2022-05-17,True,33.4,7129688,19170872
335300,0,0,2021-08-20,True,78.6,10480053,20212781
587650,0,0,2021-07-09,True,1.9,7693051,33265609
460930,0,0,2020-03-31,True,11.8,14265101,13399126
932160,0,0,2018-10-02,True,1.7,9211090,27885400
3590,0,0,2021-06-07,True,32.5,1369730,36427375
1293830,2,0,2021-04-03,False,520.1,13535430,6809246
2990,4,0,2020-02-08,True,5.9,11240904,32577014
493520,0,0,2022-03-02,True,25.2,3514401,2822352
323190,0,0,2020-12-28,True,13.6,8415852,7889419
35720,5,0,2017-11-23,True,19.2,12457088,35650411
493340,0,0,2018-03-12,True,11.4,12498457,21996478
799640,0,0,2019-06-06,True,1.1,4168039,31073030
1151640,0,0,2020-08-07,False,1.4,13977909,14236916
438740,0,0,2019-12-22,True,28.4,6868867,34581083
1420850,0,3,2021-05-15,True,0.0,11932638,39304451
782330,0,0,2020-11-25,True,3.0,12030638,17926652
646570,0,0,2018-07-14,True,40.5,5994721,8908798
440,0,0,2019-06-25,True,375.1,11081444,23421525
504230,0,0,2022-07-12,True,8.2,5397400,8260306
1091500,2,0,2020-12-11,True,56.2,5311744,23272068
314020,2,0,2015-07-06,True,3.0,5554644,39356922
524220,0,0,2020-02-02,True,29.5,7446630,21986013
1238840,0,0,2022-11-14,True,26.1,14338,26472660
595140,0,0,2020-02-29,True,7.3,6348861,29372896
236390,0,0,2019-07-01,True,789.8,5267181,940700
637650,3,0,2019-07-08,True,66.2,8704225,7181943
252490,0,0,2021-04-19,False,437.5,1155196,6006595
550,0,0,2015-06-18,True,20.6,11313643,23451054
620,0,0,2020-12-29,True,16.0,2538076,13657410
500,0,0,2021-12-30,True,18.9,14130946,22244762
1496790,0,0,2022-11-23,True,143.7,4833795,3540728
976730,0,0,2021-03-10,True,90.6,12649232,16274574
287390,0,0,2018-09-16,True,7.2,9088905,16553822
1172620,0,0,2022-05-24,False,24.4,2324540,2276640
1172620,0,0,2022-04-29,True,55.0,7024629,24591367
362960,18,0,2016-11-23,True,5.7,12046736,26822337
1179210,0,0,2021-02-27,True,13.5,2673833,31901443
708850,4,0,2022-02-16,True,21.0,4698458,28121637
252490,0,0,2022-04-15,True,99.1,9734814,1039625
235460,0,0,2022-04-03,True,13.7,9830030,7452661
555220,0,0,2022-02-04,True,4.7,13204838,11950387
364360,2,0,2017-01-14,False,28.6,7857354,14064124
223710,0,0,2020-03-04,True,5.0,8041464,39248434
784950,0,0,2020-05-29,True,843.1,4699967,7268638
1256830,0,0,2022-01-03,True,3.6,2588945,36864007
223470,0,0,2020-05-03,True,23.1,8147461,10533797
945360,0,0,2020-10-24,True,125.2,10632082,19869024
1378350,0,0,2021-12-16,False,0.9,7539705,28301857
218620,2,0,2016-09-23,True,308.2,7098500,5577025
933110,18,0,2022-05-27,True,31.9,9338861,13248084
743130,3,0,2019-01-25,True,121.0,11786568,40661161
504230,0,0,2020-02-27,True,22.4,13465429,10550364
55230,0,0,2012-12-29,True,72.4,7373008,18143942
368730,0,0,2016-05-06,True,2.2,11583238,33029071
250580,0,0,2017-09-02,True,7.4,6549115,36541674
240,0,0,2016-11-23,True,22.1,11870978,17776032
1836120,0,0,2022-11-09,True,0.8,7488288,37756712
15320,0,0,2019-03-05,True,9.0,505609,35945752
349730,0,0,2022-03-22,True,0.2,11607647,32155001
285920,0,0,2019-08-09,True,70.2,6277231,10322373
70,0,0,2019-12-03,True,12.0,1161209,22961888
1229490,0,0,2021-11-17,True,18.4,975363,14085848
723780,0,0,2018-02-24,True,8.8,8119198,37239698
293680,9,0,2014-05-11,True,4.5,6031355,36964938
431960,0,0,2022-05-06,True,50.2,6764687,3010916
413870,2,0,2018-06-23,True,26.2,13871174,37378225
207570,0,0,2014-12-18,True,4.0,3076446,39989560
387990,0,0,2018-11-09,True,55.4,8004904,25835532
221680,2,0,2017-12-08,True,25.9,4214241,24328197
495140,17,0,2017-08-26,True,24.1,5899672,30470451
594650,8,2,2019-01-15,True,440.8,7303189,25569918
324510,31,2,2016-09-09,False,2.6,4300342,11376662
1593500,0,0,2022-05-08,True,10.1,13093040,18868376
1191900,0,0,2022-07-17,True,2.2,7648768,11908816
203770,0,0,2018-11-26,True,873.9,11644138,9116957
391540,0,0,2016-05-31,True,5.1,5556376,8112264
241930,3,0,2022-11-10,True,4.2,1228820,27207323
447820,2,0,2018-04-29,False,23.3,11878378,32511178
362890,3,0,2019-01-16,True,81.3,7998878,9530661
570940,0,0,2020-04-15,True,221.9,10717894,15826049
552100,0,0,2018-12-12,True,343.4,8725334,13117097
480490,0,0,2018-07-08,True,43.5,12182027,9083647
1517290,33,5,2022-06-19,True,50.8,5351878,7744748
1222140,3,0,2021-08-05,False,39.6,5173864,3776389
248610,0,0,2015-12-13,True,29.4,2434664,11566874
393380,5,2,2016-11-11,False,171.3,11894825,21124304
1125240,0,0,2022-01-08,True,3.9,12208605,9141727
242860,0,0,2019-06-02,True,10.9,13374906,34820121
318230,0,0,2019-05-01,True,32.8,4350301,33168786
1692250,0,0,2022-07-15,True,46.4,1161240,24417348
431960,0,0,2022-07-04,True,61.9,2265417,4836633
237930,0,0,2014-05-21,True,14.0,11482281,19230955
461950,3,0,2020-04-23,True,18.7,5718710,35907193
